gene,stratum,level,n_samples,median_pct_nonzero,p90_pct_nonzero,frac_samples_gt1pct,mean_lognorm,category
VWF,LMPP_GMP,bin,183,0.396,3.96374,0.3224043715847,0.00984842445311911,megakaryocyte_fibrosis_axis
CDH2,LMPP_GMP,bin,183,0.3471,13.29806,0.409836065573771,0.0252057222158257,emt
EPAS1,LMPP_GMP,bin,183,0.3398,3.72922,0.306010928961749,0.0104604123095731,hypoxia
MRC1,LMPP_GMP,bin,183,0.303,3.79746,0.262295081967213,0.0156657423785897,macrophage_marker
CCN1,LMPP_GMP,bin,91,0.2858,2.8222,0.252747252747253,0.0102339497778957,profibrotic_cytokine_gf
GP9,LMPP_GMP,bin,183,0.2611,1.74294,0.202185792349727,0.00457169841989783,megakaryocyte_fibrosis_axis
ELN,LMPP_GMP,bin,183,0.2604,4.02852,0.327868852459016,0.0102259219463061,collagen_ecm_structural
OGN,LMPP_GMP,bin,183,0.2494,1.39346,0.14207650273224,0.00415965313687512,collagen_ecm_structural
CD226,LMPP_GMP,bin,183,0.2345,2.30604,0.202185792349727,0.00611355310388494,nectin_target
PLOD2,LMPP_GMP,bin,183,0.1894,10.25092,0.39344262295082,0.0196620107265535,ecm_remodeling
COL6A1,LMPP_GMP,bin,183,0.1556,4.46844,0.284153005464481,0.0122897000091615,collagen_ecm_structural
COL6A3,LMPP_GMP,bin,183,0.1553,3.26116000000001,0.185792349726776,0.0160133681923178,collagen_ecm_structural
RGS5,LMPP_GMP,bin,183,0.1492,1.12446,0.131147540983607,0.00427933142093641,msc_niche
MMP14,LMPP_GMP,bin,183,0.1479,2.73166,0.256830601092896,0.00646784687392962,ecm_remodeling
PDGFRB,LMPP_GMP,bin,183,0.1418,1.78456,0.19672131147541,0.00661609798011907,profibrotic_cytokine_gf
SPP1,LMPP_GMP,bin,183,0.1387,2.6752,0.245901639344262,0.0120558990448756,profibrotic_cytokine_gf
COL6A2,LMPP_GMP,bin,183,0.1269,5.15832,0.289617486338798,0.0137402329625685,collagen_ecm_structural
GREM1,LMPP_GMP,bin,183,0.1052,2.43152,0.229508196721311,0.0062512989533032,msc_niche
LOXL2,LMPP_GMP,bin,183,0.1005,0.70902,0.0765027322404372,0.0017203750274045,ecm_remodeling
VSIG4,LMPP_GMP,bin,183,0.099,1.1216,0.12568306010929,0.00345293323946972,macrophage_marker
CYR61,LMPP_GMP,bin,92,0.091,2.13508,0.152173913043478,0.0049754823603213,profibrotic_cytokine_gf
LOX,LMPP_GMP,bin,183,0.0777,4.33846,0.295081967213115,0.0118253077903335,ecm_remodeling
COL5A2,LMPP_GMP,bin,183,0.0653,0.941460000000002,0.0983606557377049,0.00292327597331659,collagen_ecm_structural
IL10,LMPP_GMP,bin,183,0.0527,0.89418,0.092896174863388,0.0020101040485545,inflammatory_cytokine
IL11,LMPP_GMP,bin,183,0.0483,2.26792,0.191256830601093,0.00493939009806108,profibrotic_cytokine_gf
SFRP4,LMPP_GMP,bin,183,0.047,1.35018,0.14207650273224,0.0036981931767572,msc_niche
MGP,LMPP_GMP,bin,183,0.0376,1.55794,0.14207650273224,0.00846984645787193,collagen_ecm_structural
CA9,LMPP_GMP,bin,183,0.0232,0.957280000000001,0.0983606557377049,0.00169610589839851,hypoxia
COL1A1,LMPP_GMP,bin,183,0,0.702460000000002,0.0819672131147541,0.00739881375913986,collagen_ecm_structural
COL1A2,LMPP_GMP,bin,183,0,0.10058,0.0765027322404372,0.00529227839162556,collagen_ecm_structural
COL3A1,LMPP_GMP,bin,183,0,0,0.0437158469945355,0.00215342910511063,collagen_ecm_structural
COL4A1,LMPP_GMP,bin,183,0,0.299100000000001,0.0437158469945355,0.000971581161177137,collagen_ecm_structural
COL11A1,LMPP_GMP,bin,168,0,0,0.0238095238095238,0.000595813889698689,collagen_ecm_structural
LUM,LMPP_GMP,bin,183,0,1.48614,0.120218579234973,0.00673995797813808,collagen_ecm_structural
DCN,LMPP_GMP,bin,183,0,0.829520000000001,0.0983606557377049,0.0071971985692175,collagen_ecm_structural
POSTN,LMPP_GMP,bin,183,0,0,0.0109289617486339,0.000247452095385633,collagen_ecm_structural
BGN,LMPP_GMP,bin,183,0,0.41796,0.0601092896174863,0.00147492322834045,collagen_ecm_structural
ASPN,LMPP_GMP,bin,183,0,0.724420000000002,0.0819672131147541,0.00246663874065377,collagen_ecm_structural
TNC,LMPP_GMP,bin,183,0,1.12996,0.114754098360656,0.003148273329514,collagen_ecm_structural
LTBP2,LMPP_GMP,bin,183,0,0.57254,0.0601092896174863,0.00133553139707767,collagen_ecm_structural
MMP9,LMPP_GMP,bin,183,0,1.00722,0.103825136612022,0.00221718252688552,ecm_remodeling
ADAMTS1,LMPP_GMP,bin,183,0,3.50902,0.213114754098361,0.0122563622667414,ecm_remodeling
TGFB2,LMPP_GMP,bin,183,0,0.805720000000001,0.0765027322404372,0.0020400487343733,profibrotic_cytokine_gf
PDGFB,LMPP_GMP,bin,183,0,0.433440000000001,0.0491803278688525,0.00100736308763414,profibrotic_cytokine_gf
PDGFRA,LMPP_GMP,bin,183,0,0.34012,0.0273224043715847,0.000697733827358727,profibrotic_cytokine_gf
IGF1,LMPP_GMP,bin,183,0,0.36526,0.0437158469945355,0.00214208320379548,profibrotic_cytokine_gf
IGF2,LMPP_GMP,bin,183,0,0.0436200000000002,0.0163934426229508,0.000642146297154923,profibrotic_cytokine_gf
FGF2,LMPP_GMP,bin,183,0,0.24578,0.0218579234972678,0.000884068448670652,profibrotic_cytokine_gf
OSMR,LMPP_GMP,bin,183,0,0.9681,0.092896174863388,0.00228644005453057,profibrotic_cytokine_gf
IL6,LMPP_GMP,bin,183,0,0.72836,0.0874316939890711,0.00272071511444211,inflammatory_cytokine
IFNG,LMPP_GMP,bin,183,0,0.24274,0.0327868852459016,0.00137156610076234,inflammatory_cytokine
CCL2,LMPP_GMP,bin,183,0,1.96598,0.147540983606557,0.00709434802544518,inflammatory_cytokine
PF4,LMPP_GMP,bin,183,0,1.49498,0.14207650273224,0.00528263997137598,megakaryocyte_fibrosis_axis
CXCL12,LMPP_GMP,bin,183,0,0.6987,0.0874316939890711,0.0094246312804792,msc_niche
KITLG,LMPP_GMP,bin,183,0,1.60842,0.180327868852459,0.00366416710228382,msc_niche
VCAM1,LMPP_GMP,bin,183,0,0.17846,0.0601092896174863,0.0015096080957629,msc_niche
NES,LMPP_GMP,bin,183,0,0.27456,0.0218579234972678,0.0015742164734384,msc_niche
NGFR,LMPP_GMP,bin,183,0,0.47182,0.0437158469945355,0.00139582557214237,msc_niche
SFRP2,LMPP_GMP,bin,183,0,0,0.0109289617486339,0.000227005363517747,msc_niche
FAP,LMPP_GMP,bin,183,0,0.29722,0.0601092896174863,0.00108759489313138,msc_niche
SP7,LMPP_GMP,bin,183,0,0.0747800000000002,0.0163934426229508,0.00033380239798529,msc_niche
CDH5,LMPP_GMP,bin,183,0,0.323900000000001,0.0382513661202186,0.00158301798705343,msc_niche
EMCN,LMPP_GMP,bin,183,0,1.4261,0.120218579234973,0.00369926582851341,msc_niche
SNAI2,LMPP_GMP,bin,183,0,0,0.00546448087431694,0.000205886491038112,emt
TWIST1,LMPP_GMP,bin,183,0,1.10988,0.120218579234973,0.00479846573856476,emt
TIGIT,LMPP_GMP,bin,183,0,0.5061,0.0382513661202186,0.00154895791059839,nectin_target
C1QA,LMPP_GMP,bin,183,0,0.47302,0.0546448087431694,0.00164474926006589,macrophage_marker
C1QB,LMPP_GMP,bin,183,0,0.15566,0.0218579234972678,0.000926376223922976,macrophage_marker
C1QC,LMPP_GMP,bin,183,0,0.0885800000000001,0.00546448087431694,0.000429931276613667,macrophage_marker
CD163,LMPP_GMP,bin,183,0,0.96058,0.0983606557377049,0.00310075731844571,macrophage_marker
LYVE1,LMPP_GMP,bin,183,0,0,0,0.000143609599612585,macrophage_marker
CTGF,LMPP_GMP,bin,92,0,1.88821,0.16304347826087,0.00571083009366425,profibrotic_cytokine_gf
PVRL4,LMPP_GMP,bin,32,0,0.605980000000001,0.0625,0.00153594945257891,nectin_target
PVRL3,LMPP_GMP,bin,32,0,0.181,0.03125,0.000964871620961098,nectin_target
NECTIN4,LMPP_GMP,bin,160,0,0.60505,0.04375,0.0013615280385001,nectin_target
NECTIN3,LMPP_GMP,bin,160,0,0.71397,0.05,0.00216563208219516,nectin_target
CCN2,LMPP_GMP,bin,91,0,2.1498,0.153846153846154,0.0116643045429302,profibrotic_cytokine_gf
ITGA2B,Megakaryocyte,bin,28,88.18545,97.40433,1,1.7229492208649,megakaryocyte_fibrosis_axis
VIM,Megakaryocyte,bin,28,86.8513,98.81227,1,1.95282267303772,emt
LDHA,Megakaryocyte,bin,28,84.3913,95.99624,1,1.36133546615469,hypoxia
CALR,Megakaryocyte,bin,28,83.7163,92.03159,1,1.46693266068787,megakaryocyte_fibrosis_axis
TGFB1,Megakaryocyte,bin,28,80.5908,95.3,1,1.36669535421502,profibrotic_cytokine_gf
TIMP1,Megakaryocyte,bin,28,79.13045,98.169,1,1.3224832765658,ecm_remodeling
PGK1,Megakaryocyte,bin,28,72.2332,90.45762,1,0.954670580964428,hypoxia
PF4,Megakaryocyte,bin,28,71.20605,94.15156,0.964285714285714,1.5359345367774,megakaryocyte_fibrosis_axis
ANGPT1,Megakaryocyte,bin,28,71.0672,84.42026,1,0.868858711254151,msc_niche
ZEB2,Megakaryocyte,bin,28,69.8654,85.2083,1,1.08388870171186,emt
GP9,Megakaryocyte,bin,28,62.9981,83.92154,1,0.81239723920777,megakaryocyte_fibrosis_axis
LTBP1,Megakaryocyte,bin,28,60.3147,86.99859,1,1.03432268979101,collagen_ecm_structural
PPBP,Megakaryocyte,bin,28,57.4275,84.42026,1,1.47609524831846,megakaryocyte_fibrosis_axis
PECAM1,Megakaryocyte,bin,28,51.4578,73.08301,1,0.53028925911215,msc_niche
HIF1A,Megakaryocyte,bin,28,50.80645,80.40677,1,0.591886674440497,hypoxia
GATA1,Megakaryocyte,bin,28,46.5718,78.46685,0.964285714285714,0.520854898619459,megakaryocyte_fibrosis_axis
VWF,Megakaryocyte,bin,28,43.20495,75.38136,0.964285714285714,0.678644715020064,megakaryocyte_fibrosis_axis
CXCL2,Megakaryocyte,bin,28,40,66.2712,1,0.566569309865705,inflammatory_cytokine
IL18,Megakaryocyte,bin,28,39.11765,65.48269,0.964285714285714,0.328167639409205,inflammatory_cytokine
NFE2,Megakaryocyte,bin,28,36.98705,63.48085,1,0.390891090767572,megakaryocyte_fibrosis_axis
NECTIN2,Megakaryocyte,bin,22,34.0127,68.39717,0.909090909090909,0.271406445184798,nectin_target
CXCL8,Megakaryocyte,bin,28,32.5251,71.28571,1,0.662621712737331,inflammatory_cytokine
SPARC,Megakaryocyte,bin,28,31.4556,59.94983,1,0.274261918923129,collagen_ecm_structural
IL1B,Megakaryocyte,bin,28,29.21555,66.18964,0.964285714285714,0.349767630353346,inflammatory_cytokine
BNIP3,Megakaryocyte,bin,28,27.98435,64.5,1,0.333107303774458,hypoxia
TIMP3,Megakaryocyte,bin,28,22.98385,53.16985,0.928571428571429,0.337879406343858,ecm_remodeling
PLAC8,Megakaryocyte,bin,28,20,45.84746,0.928571428571429,0.212170238473979,monocyte_marker
JAK2,Megakaryocyte,bin,28,17.4749,65.50607,1,0.204637863310411,megakaryocyte_fibrosis_axis
PVRL2,Megakaryocyte,bin,7,16.4948,30.22772,1,0.176886435902725,nectin_target
TGFBR2,Megakaryocyte,bin,28,12.70835,36.7723,0.928571428571429,0.120405008546774,profibrotic_cytokine_gf
SLC2A1,Megakaryocyte,bin,28,12.4664,48.47827,0.928571428571429,0.135648588628582,hypoxia
PLOD2,Megakaryocyte,bin,28,11.9643,51.36326,0.642857142857143,0.124548654002818,ecm_remodeling
TIMP2,Megakaryocyte,bin,28,11.9201,39.85117,0.785714285714286,0.108130442509039,ecm_remodeling
SEPP1,Megakaryocyte,bin,7,9.6774,37.006,1,0.220900252471938,macrophage_marker
SELENOP,Megakaryocyte,bin,22,9.16665,42.84284,0.818181818181818,0.100971915566563,macrophage_marker
FBN1,Megakaryocyte,bin,28,8.68555,54.7378,0.714285714285714,0.122622296927369,collagen_ecm_structural
NDRG1,Megakaryocyte,bin,28,8.5784,24.3,0.821428571428571,0.0838487673421225,hypoxia
S100A9,Megakaryocyte,bin,28,8.5582,53.19358,0.857142857142857,0.263856028168853,inflammatory_cytokine
LEPR,Megakaryocyte,bin,28,8.3801,29.81229,0.892857142857143,0.0712764455660127,msc_niche
SELL,Megakaryocyte,bin,28,8.16665,13.93045,0.964285714285714,0.0708973717297772,monocyte_marker
MPL,Megakaryocyte,bin,28,8.13935,32.66315,0.821428571428571,0.0970063048161621,megakaryocyte_fibrosis_axis
S100A8,Megakaryocyte,bin,28,8.13765,36.31229,0.75,0.223199111089471,inflammatory_cytokine
SERPINE1,Megakaryocyte,bin,28,7.7381,41.05452,0.928571428571429,0.15104219773614,ecm_remodeling
PLOD1,Megakaryocyte,bin,28,5.91065,20.31578,0.785714285714286,0.0442292796506947,ecm_remodeling
NECTIN1,Megakaryocyte,bin,22,5.4412,31.22101,0.772727272727273,0.0463970077269216,nectin_target
CD226,Megakaryocyte,bin,28,5.33505,20.66173,0.714285714285714,0.0804853475319861,nectin_target
VEGFA,Megakaryocyte,bin,28,5.2765,61.2,0.857142857142857,0.215436642559603,profibrotic_cytokine_gf
RUNX2,Megakaryocyte,bin,28,4.6537,20.91083,0.714285714285714,0.0604574310379568,msc_niche
LOX,Megakaryocyte,bin,28,4.44665,26.14148,0.821428571428571,0.0707148030647831,ecm_remodeling
ZEB1,Megakaryocyte,bin,28,4.3561,27.5515,0.75,0.0566969544887572,emt
TGFBR1,Megakaryocyte,bin,28,4.25725,35.68647,0.785714285714286,0.0528216332158263,profibrotic_cytokine_gf
STAB1,Megakaryocyte,bin,28,3.9608,8.50364,0.642857142857143,0.0326376530193957,macrophage_marker
CSF3R,Megakaryocyte,bin,28,3.2371,12.11767,0.75,0.0438345924994801,monocyte_marker
CCN2,Megakaryocyte,bin,11,3.2258,8.535,0.636363636363636,0.052197144971183,profibrotic_cytokine_gf
MYH11,Megakaryocyte,bin,28,3.1734,20.52173,0.678571428571429,0.0334355833557369,msc_niche
NLRP3,Megakaryocyte,bin,28,3.0835,29.86318,0.714285714285714,0.0537968174108813,inflammatory_cytokine
SERPINH1,Megakaryocyte,bin,28,3.0186,16.65454,0.785714285714286,0.0403348517045797,ecm_remodeling
VCAN,Megakaryocyte,bin,28,2.9287,16.26924,0.642857142857143,0.0751459946400207,monocyte_marker
PVRL1,Megakaryocyte,bin,7,2.8571,9.62436,0.714285714285714,0.0382528904150372,nectin_target
ACTA2,Megakaryocyte,bin,28,2.4729,8.54117,0.642857142857143,0.0306039683084651,msc_niche
CXCL12,Megakaryocyte,bin,28,2.35745,25.46375,0.607142857142857,0.111571648113087,msc_niche
TNF,Megakaryocyte,bin,28,2.29665,9.3048,0.571428571428571,0.0265242004522478,inflammatory_cytokine
FGF2,Megakaryocyte,bin,28,1.98605,17.79628,0.535714285714286,0.0525454371997909,profibrotic_cytokine_gf
MMP14,Megakaryocyte,bin,28,1.768,10.03436,0.535714285714286,0.0157477900083436,ecm_remodeling
PDGFA,Megakaryocyte,bin,28,1.7536,10.64383,0.571428571428571,0.0406274612673437,profibrotic_cytokine_gf
FCN1,Megakaryocyte,bin,28,1.68915,9.39515,0.607142857142857,0.0437297412370943,monocyte_marker
OSM,Megakaryocyte,bin,28,1.5571,12.68571,0.535714285714286,0.022870947562166,profibrotic_cytokine_gf
CD96,Megakaryocyte,bin,28,1.24805,12.7458,0.571428571428571,0.0681326621167161,nectin_target
SP7,Megakaryocyte,bin,28,1.04165,8.42858,0.5,0.0244236017740947,msc_niche
CTSK,Megakaryocyte,bin,28,0.8866,4.22103,0.464285714285714,0.00977002387295638,ecm_remodeling
PVR,Megakaryocyte,bin,28,0.5095,9.49607,0.428571428571429,0.00935836741267151,nectin_target
NES,Megakaryocyte,bin,28,0.3937,4.49565,0.428571428571429,0.012926553553475,msc_niche
CXCL1,Megakaryocyte,bin,28,0.27445,10.05085,0.428571428571429,0.0332137738794025,inflammatory_cytokine
PDGFB,Megakaryocyte,bin,28,0.25775,13.85454,0.428571428571429,0.02137922477112,profibrotic_cytokine_gf
S100A12,Megakaryocyte,bin,28,0.25775,5.67743,0.357142857142857,0.0271746425034205,monocyte_marker
TAGLN,Megakaryocyte,bin,28,0.12875,5.18186,0.357142857142857,0.0148361540742171,msc_niche
CCN1,Megakaryocyte,bin,11,0.103,4.3478,0.272727272727273,0.00820631731788876,profibrotic_cytokine_gf
SNAI1,Megakaryocyte,bin,28,0.07725,6.10871,0.428571428571429,0.0132601318977651,emt
COL1A1,Megakaryocyte,bin,28,0,0.862200000000001,0.107142857142857,0.00466584886548022,collagen_ecm_structural
COL1A2,Megakaryocyte,bin,28,0,6.08424,0.178571428571429,0.0148200963832435,collagen_ecm_structural
COL3A1,Megakaryocyte,bin,28,0,1.65673,0.107142857142857,0.00913036549413474,collagen_ecm_structural
COL4A1,Megakaryocyte,bin,28,0,0.01668,0.0357142857142857,0.000755598385426936,collagen_ecm_structural
COL5A1,Megakaryocyte,bin,28,0,4.10434,0.214285714285714,0.00338443519435723,collagen_ecm_structural
COL5A2,Megakaryocyte,bin,28,0,1.40344,0.142857142857143,0.00173992911117184,collagen_ecm_structural
COL6A1,Megakaryocyte,bin,28,0,3.63765,0.214285714285714,0.00718994795055998,collagen_ecm_structural
COL6A2,Megakaryocyte,bin,28,0,7.47306,0.25,0.00750395221745332,collagen_ecm_structural
COL6A3,Megakaryocyte,bin,28,0,17.15304,0.428571428571429,0.0472705952749408,collagen_ecm_structural
COL11A1,Megakaryocyte,bin,28,0,14.04089,0.142857142857143,0.074473971917923,collagen_ecm_structural
FN1,Megakaryocyte,bin,28,0,3.89234,0.25,0.010655024959765,collagen_ecm_structural
LUM,Megakaryocyte,bin,28,0,4.10434,0.178571428571429,0.00453876655107186,collagen_ecm_structural
DCN,Megakaryocyte,bin,28,0,4.641,0.214285714285714,0.00619320231095243,collagen_ecm_structural
POSTN,Megakaryocyte,bin,28,0,0,0.0714285714285714,0.00181442366457032,collagen_ecm_structural
BGN,Megakaryocyte,bin,28,0,0.999990000000002,0.107142857142857,0.00437454522265894,collagen_ecm_structural
ELN,Megakaryocyte,bin,28,0,4.40711,0.321428571428571,0.00671984933962453,collagen_ecm_structural
MGP,Megakaryocyte,bin,28,0,8.25356,0.428571428571429,0.0372484921270577,collagen_ecm_structural
OGN,Megakaryocyte,bin,28,0,15.93637,0.321428571428571,0.0100688855814171,collagen_ecm_structural
ASPN,Megakaryocyte,bin,28,0,20.75903,0.25,0.0115636065140652,collagen_ecm_structural
TNC,Megakaryocyte,bin,28,0,3.89234,0.214285714285714,0.00173431642641251,collagen_ecm_structural
LTBP2,Megakaryocyte,bin,28,0,0.688860000000001,0.107142857142857,0.00090118408632001,collagen_ecm_structural
LOXL1,Megakaryocyte,bin,28,0,0.11336,0.0714285714285714,0.000986857086188182,ecm_remodeling
LOXL2,Megakaryocyte,bin,28,0,2.34029,0.142857142857143,0.00198492579240171,ecm_remodeling
MMP2,Megakaryocyte,bin,28,0,4.83391,0.392857142857143,0.0101189810594513,ecm_remodeling
MMP9,Megakaryocyte,bin,28,0,0.0309000000000001,0.0357142857142857,0.000583250156686699,ecm_remodeling
ADAMTS1,Megakaryocyte,bin,28,0,7.75302,0.357142857142857,0.008739164013258,ecm_remodeling
TGFB2,Megakaryocyte,bin,28,0,1.67323,0.142857142857143,0.00203588658092951,profibrotic_cytokine_gf
TGFB3,Megakaryocyte,bin,28,0,3.41192,0.214285714285714,0.00364266762151519,profibrotic_cytokine_gf
PDGFRA,Megakaryocyte,bin,28,0,2.34616,0.142857142857143,0.00660279805616116,profibrotic_cytokine_gf
PDGFRB,Megakaryocyte,bin,28,0,0.304060000000001,0.0714285714285714,0.00142198049234184,profibrotic_cytokine_gf
IGF1,Megakaryocyte,bin,28,0,3.31882,0.178571428571429,0.00516896890098691,profibrotic_cytokine_gf
IGF2,Megakaryocyte,bin,28,0,0.20001,0,0.00102739180729514,profibrotic_cytokine_gf
HGF,Megakaryocyte,bin,28,0,3.57286,0.214285714285714,0.00299256767456785,profibrotic_cytokine_gf
OSMR,Megakaryocyte,bin,28,0,3.04212,0.178571428571429,0.00188763142827983,profibrotic_cytokine_gf
IL11,Megakaryocyte,bin,28,0,3.04212,0.178571428571429,0.00369170401018412,profibrotic_cytokine_gf
SPP1,Megakaryocyte,bin,28,0,11.61538,0.321428571428571,0.050649002398622,profibrotic_cytokine_gf
IL6,Megakaryocyte,bin,28,0,0,0.0357142857142857,0.00297389994655476,inflammatory_cytokine
IL10,Megakaryocyte,bin,28,0,0,0,0.00017982943878594,inflammatory_cytokine
IFNG,Megakaryocyte,bin,28,0,0,0.0357142857142857,0.00139451395870739,inflammatory_cytokine
CCL2,Megakaryocyte,bin,28,0,3.83331,0.25,0.0176856578249053,inflammatory_cytokine
CCL3,Megakaryocyte,bin,28,0,3.62171,0.321428571428571,0.0499894912713051,inflammatory_cytokine
CCL4,Megakaryocyte,bin,28,0,2.85906,0.285714285714286,0.0116482296264542,inflammatory_cytokine
KITLG,Megakaryocyte,bin,28,0,4.22103,0.25,0.00711990819036769,msc_niche
VCAM1,Megakaryocyte,bin,28,0,1.53586,0.142857142857143,0.0122066381385293,msc_niche
NGFR,Megakaryocyte,bin,28,0,0,0.0357142857142857,0.000670395134763004,msc_niche
SFRP2,Megakaryocyte,bin,28,0,0,0,2.53561652716345e-05,msc_niche
SFRP4,Megakaryocyte,bin,28,0,3.89234,0.214285714285714,0.00237425087649691,msc_niche
GREM1,Megakaryocyte,bin,28,0,0.01911,0.0714285714285714,0.00053318214835763,msc_niche
FAP,Megakaryocyte,bin,28,0,0,0,0,msc_niche
BGLAP,Megakaryocyte,bin,28,0,2.30014,0.285714285714286,0.00903554200127704,msc_niche
RGS5,Megakaryocyte,bin,28,0,2.74475,0.178571428571429,0.00400416531601676,msc_niche
CDH5,Megakaryocyte,bin,28,0,2.06879,0.142857142857143,0.00251847407118158,msc_niche
EMCN,Megakaryocyte,bin,28,0,4.47203,0.285714285714286,0.00678619335938918,msc_niche
EPAS1,Megakaryocyte,bin,28,0,10.57971,0.321428571428571,0.0125281613168834,hypoxia
CA9,Megakaryocyte,bin,28,0,3.89234,0.321428571428571,0.00422456959076069,hypoxia
ADM,Megakaryocyte,bin,28,0,6.87286000000001,0.25,0.0793697298310543,hypoxia
SNAI2,Megakaryocyte,bin,28,0,0,0.0357142857142857,0.000500855994556086,emt
TWIST1,Megakaryocyte,bin,28,0,2.31121,0.285714285714286,0.00417482353219305,emt
CDH2,Megakaryocyte,bin,28,0,4.2713,0.321428571428571,0.00530802020973875,emt
TIGIT,Megakaryocyte,bin,28,0,1.22305,0.107142857142857,0.00209579281686489,nectin_target
C1QA,Megakaryocyte,bin,28,0,0,0.0357142857142857,0.000221234800379845,macrophage_marker
C1QB,Megakaryocyte,bin,28,0,0.01545,0.0357142857142857,0.00077349130650766,macrophage_marker
C1QC,Megakaryocyte,bin,28,0,0,0.0357142857142857,0.000861823855971148,macrophage_marker
CD163,Megakaryocyte,bin,28,0,0.42234,0.0714285714285714,0.00299820392923194,macrophage_marker
MRC1,Megakaryocyte,bin,28,0,4,0.25,0.00659430597036002,macrophage_marker
VSIG4,Megakaryocyte,bin,28,0,0,0.0357142857142857,0.000644669339263725,macrophage_marker
LYVE1,Megakaryocyte,bin,28,0,0,0.0714285714285714,0.00323873312461938,macrophage_marker
MAF,Megakaryocyte,bin,28,0,25,0.392857142857143,0.0634770237171822,macrophage_marker
CTGF,Megakaryocyte,bin,17,0,9.87854,0.470588235294118,0.0179173944102349,profibrotic_cytokine_gf
CYR61,Megakaryocyte,bin,17,0,5.94408,0.352941176470588,0.00781874336682748,profibrotic_cytokine_gf
PVRL4,Megakaryocyte,bin,7,0,1.14284,0.142857142857143,0.00754684637804867,nectin_target
PVRL3,Megakaryocyte,bin,7,0,0,0,0,nectin_target
NECTIN4,Megakaryocyte,bin,22,0,0,0,8.95483590517222e-05,nectin_target
NECTIN3,Megakaryocyte,bin,22,0,3.3734,0.181818181818182,0.00741240604172157,nectin_target
VIM,Mono_DC,bin,175,98.7544,100,1,3.22189951513585,emt
S100A9,Mono_DC,bin,175,80.1493,98.21728,0.982857142857143,2.87655988710346,inflammatory_cytokine
ZEB2,Mono_DC,bin,175,78.5714,94.87788,1,1.41379502511587,emt
S100A8,Mono_DC,bin,175,73.7913,95.0388,0.982857142857143,2.51643548783693,inflammatory_cytokine
TIMP1,Mono_DC,bin,175,67.8344,91.48378,1,1.14474665704798,ecm_remodeling
PGK1,Mono_DC,bin,175,64.0777,90.4912,1,0.992247517068686,hypoxia
HIF1A,Mono_DC,bin,175,60.3061,85.29612,1,0.980697664427717,hypoxia
LDHA,Mono_DC,bin,175,59.6975,87.95434,1,0.92526136688072,hypoxia
CALR,Mono_DC,bin,175,59.0476,89.36806,1,0.967611600541984,megakaryocyte_fibrosis_axis
VCAN,Mono_DC,bin,175,55.3729,86.59758,0.954285714285714,1.30538049585922,monocyte_marker
PLAC8,Mono_DC,bin,175,53.2637,86.79978,1,0.940014251225993,monocyte_marker
TGFB1,Mono_DC,bin,175,49.6726,81.5443,1,0.684173438820532,profibrotic_cytokine_gf
FCN1,Mono_DC,bin,175,47.103,90.3001,0.942857142857143,1.23851859556617,monocyte_marker
CSF3R,Mono_DC,bin,175,45.9288,74.0581,0.994285714285714,0.667776318290533,monocyte_marker
TIMP2,Mono_DC,bin,175,40.208,65.6279,1,0.493080712882302,ecm_remodeling
SELL,Mono_DC,bin,175,39.284,67.58974,0.994285714285714,0.593361158413449,monocyte_marker
CXCL8,Mono_DC,bin,175,38.2883,82.22656,0.948571428571429,1.09713756398956,inflammatory_cytokine
S100A12,Mono_DC,bin,175,38.1395,75.10022,0.925714285714286,0.944327618010256,monocyte_marker
PECAM1,Mono_DC,bin,175,35.2941,64.12698,1,0.507826714535729,msc_niche
NLRP3,Mono_DC,bin,175,22.9299,55.56234,0.988571428571429,0.368908575891865,inflammatory_cytokine
NDRG1,Mono_DC,bin,175,22.6974,49.49388,1,0.289529018908331,hypoxia
TGFBR2,Mono_DC,bin,175,22.5,44.45344,0.994285714285714,0.285586961804508,profibrotic_cytokine_gf
JAK2,Mono_DC,bin,175,21.047,42.20864,0.994285714285714,0.256315511224978,megakaryocyte_fibrosis_axis
IL18,Mono_DC,bin,175,18.4234,47.11622,1,0.240499971825346,inflammatory_cytokine
RUNX2,Mono_DC,bin,175,15,50.11992,0.982857142857143,0.261942437069967,msc_niche
CCL3,Mono_DC,bin,175,13.6929,61.5104,0.908571428571429,0.490805149240163,inflammatory_cytokine
IL1B,Mono_DC,bin,175,12.7749,61.71264,0.931428571428571,0.515573792676935,inflammatory_cytokine
STAB1,Mono_DC,bin,175,12.3084,46.85632,0.925714285714286,0.231537650635392,macrophage_marker
TGFBR1,Mono_DC,bin,175,10.2109,33.47858,0.977142857142857,0.159888736198417,profibrotic_cytokine_gf
NFE2,Mono_DC,bin,175,8.7221,32.51026,0.965714285714286,0.140082615795836,megakaryocyte_fibrosis_axis
CD163,Mono_DC,bin,175,8.3779,30.01602,0.851428571428571,0.189629403294838,macrophage_marker
VEGFA,Mono_DC,bin,175,8.2579,27.37368,0.885714285714286,0.167316518186319,profibrotic_cytokine_gf
NECTIN2,Mono_DC,bin,154,8.2367,22.22773,0.928571428571429,0.0888196600187427,nectin_target
CXCL2,Mono_DC,bin,175,7.5404,45.16886,0.874285714285714,0.314124405720184,inflammatory_cytokine
ADM,Mono_DC,bin,175,7.5051,24.37714,0.834285714285714,0.133422333392731,hypoxia
